,taz,TAZ_X,TAZ_Y
1156,100391,-122.1389014,37.45732513
2977,300473,-122.266823,37.79832006
2076,200757,-121.929376,37.32516409
207,193,-122.4371867,37.71873668
89,84,-122.3901121,37.76231198
4311,400548,-122.3445026,37.95773434
2028,200706,-121.9297454,37.30844992
3636,301100,-122.1272644,37.70078379
3345,300821,-122.1924487,37.76756679
739,650,-122.4507018,37.77914494
552,487,-122.4692487,37.71456048
2694,300214,-122.1436888,37.71718681
5482,800194,-122.5582354,38.01045758
851,100107,-122.4817377,37.6733174
2737,300252,-122.182819,37.76042169
259,240,-122.4133498,37.71306965
308,280,-122.4661899,37.75476037
907,100157,-122.3108548,37.54340458
2974,300470,-122.1077231,37.66894799
2632,300167,-122.2727277,37.83805396
2194,200865,-121.8715188,37.33789687
3139,300631,-122.2958203,37.88876318
2244,200915,-121.8906183,37.33910809
697,617,-122.404324,37.74040717
2864,300376,-122.2625471,37.82928168
3078,300572,-122.2569087,37.86703267
519,458,-122.4501716,37.71946433
4122,400383,-122.3382062,37.94536057
4180,400438,-122.3516631,37.93309873
3642,301106,-121.7962063,37.65865118
208,194,-122.4406713,37.71397261
2116,200797,-121.8256632,37.28038954
1206,100444,-122.2345553,37.48143827
2133,200812,-121.8752547,37.33017225
3034,300531,-122.2615797,37.88071569
521,460,-122.4697197,37.71806826
4459,500047,-122.0132752,38.25153962
1685,200385,-121.9826873,37.36066793
4120,400381,-122.3372594,37.95111512
4469,500057,-122.0178014,38.25112491
3562,301032,-122.1999672,37.78676399
419,371,-122.4341795,37.80083961
1505,200240,-121.5730402,37.0117849
640,564,-122.4128569,37.77774826
1111,100347,-122.4607284,37.70122825
1670,200368,-121.8398997,37.31554583
3395,300868,-122.1848982,37.76894041
3631,301095,-122.1795977,37.78871555
3632,301096,-122.2336052,37.7733734
3183,300671,-122.1758005,37.75459842
2608,300146,-122.2342697,37.78950459
1272,200039,-122.1137301,37.4042105
1904,200588,-121.9806222,37.28472353
140,131,-122.443529,37.73015427
2662,300191,-122.2030541,37.77943439
2486,300038,-121.7226957,37.68124994
2915,300421,-122.2388495,37.76395386
592,522,-122.4353447,37.7753083
3343,300819,-122.2153448,37.77479823
2292,200969,-121.8358897,37.37885683
4123,400384,-122.3326239,37.94526448
2804,300320,-122.2520052,37.76420656
181,169,-122.4957287,37.73151586
3387,300860,-122.158935,37.73980932
311,283,-122.4739159,37.75428909
3729,400047,-122.3458539,37.97082296
980,100227,-122.4889848,37.69838561
1363,200117,-121.5708965,37.00705594
3454,300928,-122.2621669,37.8762235
1857,200544,-121.8257639,37.32561439
1021,100264,-122.4595814,37.64809673
514,453,-122.4542684,37.721268
3894,400190,-122.3095922,37.9225345
2642,300175,-122.259788,37.82578329
146,137,-122.4590986,37.71468935
476,418,-122.4120419,37.77342601
388,344,-122.385722,37.72789851
350,314,-122.4277434,37.7212759
2576,300119,-122.2593166,37.85456058
4943,700098,-122.7050719,38.43795651
2280,200954,-121.8553022,37.37394684
3217,300701,-122.2672884,37.87568182
4113,400374,-122.3342357,37.9360125
2306,200982,-121.8364586,37.28616001
2598,300136,-122.2079969,37.77654462
1131,100370,-122.2268156,37.47890516
2544,300090,-122.2470105,37.79268447
60,56,-122.4402555,37.74909693
3488,300958,-122.2784772,37.81085354
3827,400131,-122.0526089,37.88469295
3383,300857,-122.1732192,37.76658349
1618,200326,-121.962767,37.36333699
125,117,-122.3904134,37.72863454
1621,200329,-121.9816005,37.34794435
3324,300798,-122.1940904,37.798418
2783,300299,-122.1761466,37.74796456
224,209,-122.4969167,37.73827698
1928,200611,-122.0598513,37.40424351
2855,300367,-122.1023313,37.62513078
810,100067,-122.313651,37.57412629
1437,200180,-121.8283467,37.37734439
3137,300629,-122.0824071,37.64399837
878,100131,-122.3695141,37.58292407
298,274,-122.4664683,37.7584309
130,122,-122.3899954,37.71933643
2119,200799,-121.8274961,37.28416793
4084,400348,-122.0728197,37.93554793
539,476,-122.4501091,37.78336131
824,100083,-122.464655,37.64856841
2808,300324,-122.1638501,37.68801567
2509,300059,-122.2806564,37.77855679
2840,300355,-122.1645636,37.765542
2736,300251,-122.1692288,37.73749276
1869,200557,-121.9671174,37.30288524
164,152,-122.4250063,37.73401614
3315,300791,-122.2251277,37.78290361
723,639,-122.4775367,37.71501273
1652,200355,-122.1031171,37.39847678
404,360,-122.4185206,37.77923607
561,492,-122.4855054,37.76042033
2582,300123,-122.2587462,37.85005185
2457,300013,-122.173561,37.73358687
962,100211,-122.263208,37.53606528
4132,400393,-122.0081847,37.98469052
2796,300312,-122.1684568,37.76895047
3531,301003,-122.2316954,37.79765375
5503,800210,-122.4848411,37.85961609
352,316,-122.4335904,37.72198979
2610,300148,-122.1801387,37.75288737
580,511,-122.4277047,37.7835498
2562,300108,-122.2592,37.86223773
3793,400099,-122.3116462,37.92581611
1080,100320,-122.213363,37.47237719
2246,200917,-121.8866487,37.34440769
635,561,-122.4163145,37.77188402
2494,300046,-122.296254,37.84597297
139,130,-122.4465917,37.73233625
4903,700061,-122.7092177,38.43361302
1818,200510,-122.1007557,37.40201903
3342,300817,-122.2052873,37.7748361
2625,300161,-122.211091,37.7921873
3123,300615,-122.2935944,37.88125167
3499,300969,-122.2318657,37.80975779
540,477,-122.4567599,37.78369083
2919,300425,-122.2398001,37.76142336
510,449,-122.4165863,37.7306973
4375,400607,-121.9388782,38.01692753
168,156,-122.4247735,37.72511356
3170,300660,-122.1992663,37.79030722
2522,300071,-122.1691346,37.74561879
309,281,-122.4735059,37.75065965
961,100207,-122.4329323,37.6656955
3639,301103,-122.076439,37.68508329
2566,300112,-122.2698957,37.81518093
492,430,-122.4385354,37.7983583
2470,300023,-122.27491,37.82974689
310,282,-122.4709401,37.75622437
3452,300926,-122.1047967,37.6578824
2298,200975,-122.1564223,37.42664723
3314,300790,-122.2389875,37.79260079
2655,300184,-122.2975354,37.87638258
1934,200615,-121.8497719,37.33059846
121,112,-122.4574559,37.73244678
4092,400356,-122.3334921,37.94091558
3507,300978,-122.1480888,37.68422
2532,300078,-122.1484425,37.72207518
3232,300715,-122.2696518,37.83583736
339,304,-122.4594953,37.74345143
3666,301125,-122.0172218,37.54287971
3126,300618,-122.2499361,37.81562642
143,134,-122.453166,37.71454136
90,85,-122.3903951,37.75776354
935,100185,-122.3058545,37.57249678
3954,400240,-122.0434751,37.94214662
3048,300546,-121.9763229,37.54376208
2593,300131,-122.1957234,37.7754718
3339,300814,-122.1919345,37.77809883
5185,700312,-122.6879509,38.35285385
3044,300542,-122.1508496,37.72492256
3893,400189,-122.3125202,37.91898556
684,605,-122.4028332,37.76791771
856,100112,-122.4391479,37.66400848
4698,500284,-121.9738982,38.35146441
4742,600029,-122.2850169,38.29533293
3353,300827,-122.0337692,37.61115987
357,319,-122.4085404,37.70985164
2771,300286,-122.1531614,37.68861153
622,553,-122.3921475,37.73640144
3350,300825,-122.280987,37.83824248
4175,400433,-122.3611916,37.93963294
3566,301036,-122.2006396,37.77457893
547,484,-122.4507141,37.77658955
172,160,-122.4379443,37.7284607
670,595,-122.4062123,37.78819544
2867,300378,-122.2700434,37.79973139
3331,300805,-122.1963642,37.78390839
3287,300765,-122.268985,37.85228245
1372,200125,-121.8110818,37.26483723
846,100103,-122.3756599,37.58675197
664,586,-122.3942082,37.7755074
2513,300063,-122.2418403,37.76913929
2644,300177,-122.2648565,37.82527397
4211,400467,-122.0352551,37.97076601
3124,300616,-122.2918896,37.8788161
4597,500186,-121.9907185,38.25097834
3219,300703,-122.2906394,37.87162177
4243,400492,-122.1183556,38.01036026
806,100063,-122.3295814,37.56967199
2526,300074,-122.1652271,37.74634394
109,103,-122.4619898,37.73833237
4026,400295,-122.2779201,37.90697836
2981,300477,-122.2749604,37.80155462
2475,300027,-122.275623,37.80995823
2374,201039,-121.9532262,37.35007201
5252,700381,-122.726014,38.42083496
1269,200036,-122.1063499,37.4053089
1081,100322,-122.3319958,37.56639024
2604,300142,-122.1530766,37.7270711
3223,300707,-122.2040761,37.80315598
3527,300999,-122.2292722,37.80007875
351,315,-122.4297594,37.71812372
77,72,-122.4397811,37.70964351
4549,500141,-122.2501417,38.10137747
2664,300193,-122.1964732,37.7791055
3422,300898,-122.0381982,37.61774727
2558,300104,-122.2787857,37.83448927
4986,700143,-122.7282399,38.43984869
4961,700116,-122.7134426,38.45192478
4339,400572,-122.3672733,37.95290281
209,195,-122.4309782,37.7250159
5187,700314,-122.6878625,38.33744
1495,200232,-121.8338799,37.34219215
374,332,-122.4678577,37.7510686
1388,200139,-121.7981553,37.35352376
4303,400542,-122.2992185,37.90461913
5300,800040,-122.5400016,37.97827337
3288,300766,-122.282572,37.84528096
835,100094,-122.3212581,37.55244283
1159,100393,-122.184526,37.44653793
4115,400376,-122.3279191,37.94654155
4365,400596,-122.3285129,37.96440896
355,318,-122.4470591,37.70968488
1550,200273,-121.992484,37.34764151
674,600,-122.400299,37.77780042
4764,600049,-122.3061409,38.29256875
648,571,-122.3963535,37.77907321
4116,400377,-122.3261183,37.94206195
2827,300343,-122.1642944,37.75265503
2634,300169,-122.2732763,37.8873037
4673,500259,-122.2196578,38.10305423
2913,300419,-122.2664711,37.81510162
5150,700283,-122.7019619,38.33964796
2599,300137,-122.1760075,37.69418977
867,100120,-122.1276694,37.4584686
1355,200112,-121.8442124,37.32684014
3327,300801,-122.1885563,37.79727575
844,100102,-122.378555,37.57998493
3412,300888,-122.2447114,37.80603725
5388,800108,-122.5053952,37.96667378
944,100193,-122.4583295,37.70598768
4102,400366,-122.0113343,37.98256286
16,13,-122.428203,37.76049358
5400,800121,-122.5294125,37.94735704
1599,200311,-121.8431913,37.31894086
4151,400410,-122.3390248,37.936694
1956,200633,-121.8066263,37.23502825
820,100077,-122.4267798,37.65833182
240,225,-122.4478811,37.71422362
4782,600067,-122.2837611,38.32012954
2391,201051,-121.8793704,37.25653788
136,128,-122.4601429,37.72751659
4368,400599,-122.3018659,37.9649352
4121,400382,-122.3442083,37.94534313
3269,300749,-122.2870357,37.88054782
815,100072,-122.3758116,37.59130016
1098,100337,-122.2207725,37.48693393
3227,300710,-122.1993127,37.79664644
120,111,-122.473641,37.72256353
1876,200564,-122.0720928,37.39764925
2358,201027,-121.8377616,37.28300485
897,100147,-122.1429548,37.46945854
2588,300126,-122.2795235,37.84062403
364,324,-122.4101617,37.80509469
330,296,-122.4701333,37.74817033
2721,300237,-122.222523,37.77841606
2460,300016,-122.2730053,37.82669571
3054,300552,-121.9649732,37.5334595
4146,400405,-122.3538107,37.94707446
1926,200609,-122.0671513,37.40077716
3573,301043,-122.2642023,37.8834851
2114,200794,-122.0875091,37.40577299
1166,100401,-122.1261276,37.45486938
1376,200130,-121.880383,37.39486091
666,590,-122.402101,37.78627888
2523,300072,-122.1711293,37.74148345
699,619,-122.3961736,37.74088333
2704,300221,-122.2158838,37.78215665
3237,300719,-122.2932414,37.86249719
4118,400379,-122.3442045,37.94882189
2192,200863,-121.8750518,37.33618818
1122,100357,-122.2457531,37.47203039
3236,300718,-122.2850127,37.86036058
4526,500117,-122.0111524,38.26324795
4276,400521,-122.121771,38.01139509
931,100181,-122.2726254,37.53526581
650,572,-122.4081168,37.77159564
2429,201084,-121.8694923,37.2933438
3330,300804,-122.2446503,37.76542088
2072,200753,-121.8651754,37.40721028
86,81,-122.3910234,37.78948783
1205,100443,-122.2246905,37.47250793
849,100105,-122.4772115,37.67379706
1365,200119,-121.5657965,37.00926709
2193,200864,-121.8821554,37.34654504
2556,300103,-122.287147,37.84085403
1344,200104,-121.9093932,37.41362571
2726,300242,-122.0113852,37.55665106
114,107,-122.4689576,37.73251455
801,100056,-122.4046089,37.66353612
2998,300491,-121.7533834,37.68336323
1022,100265,-122.4282283,37.62004106
3057,300555,-121.9843983,37.55640449
4114,400375,-122.329333,37.93525471
2182,200853,-121.8309448,37.28648547
2738,300253,-122.1688652,37.76289577
3035,300532,-122.2595937,37.85754638
852,100108,-122.4853943,37.67239984
3533,301005,-122.2252349,37.80179028
3326,300800,-122.1964244,37.79407101
1927,200610,-122.0658698,37.3744822
2727,300243,-122.2906611,37.8878693
3634,301098,-122.1599314,37.71534871
2165,200839,-121.8152103,37.25393803
2521,300070,-122.0721568,37.58076291
3844,400145,-122.0577122,37.93104368
5307,800045,-122.487777,37.85801892
47,43,-122.3883867,37.73762996
3630,301094,-122.2906583,37.80758836
3524,300996,-122.0283026,37.6111223
1586,200300,-121.9737432,37.26306328
4605,500194,-121.9619646,38.34484971
1442,200185,-121.8282667,37.36953992
3652,301114,-122.1058884,37.62954691
2075,200756,-121.9351701,37.32519866
1616,200324,-121.9814918,37.35054591
2768,300282,-122.2733124,37.84535572
1019,100262,-122.4839773,37.65521186
2130,200809,-121.8884731,37.32236705
4570,500162,-122.2722121,38.12101293
1268,200035,-122.1130194,37.40913709
4028,400296,-122.2730893,37.90662927
979,100226,-122.488142,37.68637986
4405,400636,-122.3207435,37.93841894
2661,300190,-122.2034527,37.77011926
2718,300234,-122.2825213,37.84272789
4153,400412,-122.3505537,37.94192721
3897,400193,-122.3079863,37.91437898
874,100128,-122.3793304,37.58402991
1467,200209,-121.8815515,37.43168568
579,510,-122.4445553,37.78059415
3361,300835,-122.1992672,37.76784818
1769,200466,-121.8062749,37.24909049
1228,200002,-121.9759672,37.30205794
2530,300077,-122.1675133,37.73486335
1121,100356,-122.2457501,37.46859399
3905,400201,-122.3420881,37.96065681
1614,200322,-121.9876741,37.34695448
5242,700373,-122.7267289,38.42695545
2741,300256,-122.2430448,37.81640862
4176,400434,-122.3569179,37.93836276
4991,700148,-122.6901741,38.34518373
2500,300050,-122.2943689,37.88510171
4902,700060,-122.7032588,38.43488116
722,638,-122.4438486,37.72617861
2824,300340,-122.2941069,37.86643057
1653,200356,-122.1364323,37.4147726
2589,300127,-122.2724161,37.8322036
566,497,-122.4823811,37.74649794
1028,100271,-122.4705835,37.65359444
2140,200818,-121.8039638,37.3449903
5469,800182,-122.5660441,38.11376142
507,446,-122.4418033,37.75564099
179,167,-122.4899583,37.73578765
4089,400353,-122.3529278,37.95926659
1026,100268,-122.2837863,37.55575976
2643,300176,-122.2548853,37.82437321
3156,300648,-121.8889703,37.6781721
3502,300973,-122.2171841,37.80786228
1428,200169,-121.8393572,37.36270441
797,100049,-122.3663363,37.58103305
119,110,-122.4733327,37.73113525
671,597,-122.3974082,37.78995419
3559,301029,-122.0735476,37.57849649
2641,300174,-122.2730259,37.82410258
3382,300856,-122.184908,37.76602854
2833,300349,-122.1465069,37.73524741
1887,200573,-122.0053959,37.36457202
2626,300162,-122.2081112,37.79603616
3461,300933,-122.1458963,37.67409072
3491,300961,-122.2191471,37.80185646
1082,100323,-122.3244323,37.55783688
2464,300019,-122.2670127,37.7687709
2622,300158,-122.2158152,37.79085933
786,100041,-122.3330867,37.57190031
4956,700112,-122.7206473,38.4478247
3284,300762,-122.1999667,37.78156865
5199,700324,-122.6808977,38.33417183
1830,200522,-122.0164607,37.36892054
603,533,-122.4788547,37.71665814
890,100141,-122.1541786,37.46540534
1025,100267,-122.3274461,37.5617417
1878,200565,-122.0980423,37.39610727
2653,300182,-122.076726,37.68884254
3788,400094,-122.3159433,37.93739072
614,544,-122.4909592,37.77700648
3360,300834,-122.1948185,37.7598823
1858,200545,-121.837539,37.34527864
2138,200817,-121.8633852,37.34692952
3504,300975,-122.266734,37.76207742
3239,300721,-122.2747071,37.86578802
2495,300047,-122.2949814,37.84101904
110,104,-122.4672066,37.73669252
3355,300829,-122.0593254,37.56058641
3216,300700,-122.2779417,37.87406213
1657,200360,-121.9646479,37.29242974
2277,200951,-121.8908278,37.27020632
3325,300799,-122.184662,37.7866734
3974,400260,-122.040124,37.95795465
2503,300053,-122.2792155,37.86517386
3096,300589,-122.0215947,37.60405083
1270,200037,-122.1164009,37.40706047
2103,200783,-121.8268116,37.25281851
3372,300846,-122.2774644,37.86954596
3262,300742,-122.25472,37.81327029
811,100068,-122.316921,37.56914786
1083,100324,-122.3199515,37.56035141
1560,200280,-121.8526321,37.41281111
3376,300850,-122.1650986,37.75929977
1860,200547,-121.8363515,37.33997349
2719,300235,-122.2731129,37.81668635
3198,300683,-121.9454884,37.70797553
4852,700015,-122.6485466,38.23705022
2770,300284,-122.2826431,37.81271637
3572,301042,-122.301039,37.89130677
4568,500160,-122.2578499,38.11087847
2617,300153,-122.2587263,37.76393369
1725,200425,-121.9997456,37.39031213
4541,500131,-122.2475954,38.10348474
554,488,-122.4678449,37.71081686
4178,400436,-122.3595279,37.93408703
2706,300223,-122.2079963,37.78365612
1781,200478,-122.0337485,37.37074582
1429,200170,-121.8425839,37.36665882
2970,300466,-122.2590489,37.8448409
1596,200308,-121.9661253,37.3190075
2508,300058,-122.2758504,37.85772328
4697,500283,-121.9702524,38.34769066
1682,200382,-121.9668057,37.35565598
2762,300276,-122.1632929,37.71943182
3136,300628,-122.1242614,37.68389525
4112,400373,-122.3294907,37.94003299
1794,200487,-121.8917992,37.29049491
116,108,-122.46263,37.73354586
3477,300947,-122.1397906,37.72627631
3280,300758,-122.194336,37.79035132
76,71,-122.4054481,37.73025395
3546,301017,-122.2120881,37.80367992
3097,300590,-122.0702638,37.58334423
1452,200195,-121.8942073,37.3853265
880,100133,-122.334822,37.5836146
1959,200636,-121.9431631,37.30215206
4994,700151,-122.7442415,38.43574015
2823,300339,-122.2848279,37.84806612
3317,300793,-122.218786,37.78522727
2949,300446,-122.2721543,37.90166498
3478,300948,-122.1330046,37.71290955
129,121,-122.3934355,37.72193947
2555,300102,-122.289603,37.8450273
1817,200509,-122.083733,37.38727979
5079,700222,-122.7035748,38.42357585
2973,300469,-122.2470754,37.77135326
672,598,-122.415454,37.76665593
3098,300591,-121.9602061,37.53586381
4272,400516,-122.2618535,38.03161235
2761,300275,-122.1656836,37.71306109
4150,400409,-122.3445349,37.9375329
4482,500070,-122.2243774,38.0989196
1087,100328,-122.323138,37.55404896
1853,200541,-121.9860877,37.26920274
369,329,-122.4716792,37.74171237
5254,700383,-122.7652932,38.45439183
4990,700147,-122.6882143,38.34836628
1941,200621,-122.0205522,37.36487553
2083,200764,-121.8826343,37.32258313
2753,300268,-122.1035128,37.68397371
1359,200114,-121.8335237,37.27195344
807,100064,-122.3337385,37.57711106
1137,100374,-122.4575994,37.69084225
3241,300723,-122.0241078,37.55635429
1920,200605,-121.9512699,37.35757006
2820,300336,-122.2496421,37.78233335
4154,400413,-122.3506306,37.93787892
3423,300899,-122.2660985,37.80854626
30,27,-122.3963212,37.7860533
2857,300369,-122.0682634,37.6341126
3058,300556,-121.98027,37.54134585
4119,400380,-122.3362808,37.9483991
2480,300032,-122.0891599,37.69736919
1859,200546,-121.8387855,37.3478205
3482,300952,-122.1284379,37.70933892
1425,200166,-121.8510491,37.35279998
2909,300416,-122.0259827,37.62673678
2743,300258,-122.0912506,37.70396975
1212,100450,-122.2390363,37.46758712
973,100221,-122.2869194,37.53644351
2997,300490,-121.7500056,37.6839114
4149,400408,-122.337989,37.94128251
2657,300186,-121.9886129,37.55196057
318,289,-122.3986078,37.76715176
4962,700117,-122.6579621,38.47530777
1813,200506,-122.0706349,37.3880162
2801,300317,-122.0741325,37.63936177
3603,301068,-122.2886051,37.83244349
3079,300573,-122.2237088,37.80933475
5238,700369,-122.6298275,38.25954287
1090,100331,-122.4124887,37.60888955
2618,300154,-122.2680674,37.7652997
1031,100274,-122.4732877,37.66085642
3073,300568,-122.2549523,37.84999093
69,65,-122.4339978,37.74506035
3279,300757,-122.1694777,37.77717227
3426,300902,-122.0702913,37.70261505
3005,300499,-122.0847601,37.62881005
1748,200446,-121.8572461,37.34980174
2772,300287,-122.2812181,37.8158603
5177,700304,-122.7471998,38.46237977
2728,300244,-122.2690059,37.88918494
1085,100326,-122.3290288,37.55703412
158,146,-122.4133685,37.74449181
1749,200447,-121.8554741,37.35576744
4551,500143,-122.2401447,38.09876481
798,100050,-122.4550969,37.66759295
1736,200434,-121.9806427,37.36893564
1262,200030,-121.8408964,37.32394309
2858,300370,-122.1598321,37.68193939
1323,200085,-121.8570761,37.23930274
389,345,-122.4205461,37.80497444
4623,500208,-122.2664153,38.15186588
3384,300858,-122.1747594,37.76069756
3371,300845,-122.2844438,37.80665615
2568,300113,-122.2486667,37.84398486
2180,200852,-121.8174526,37.27803708
1208,100446,-122.2281615,37.47623449
2542,300088,-122.252616,37.83002835
4981,700138,-122.7364423,38.45948851
2527,300075,-122.1601561,37.74881674
4345,400577,-122.2906134,37.900852
5140,700274,-122.6523565,38.47595842
1987,200664,-121.9172477,37.29624681
3665,301124,-122.0150119,37.55248556
4148,400407,-122.3439872,37.94162224
4677,500265,-122.0068748,38.25141509
1779,200476,-122.0212659,37.38356902
3407,300883,-122.0931277,37.62908051
809,100066,-122.3155512,37.57705211
3323,300797,-122.1806128,37.72952123
2564,300110,-122.0996324,37.64078559
2039,200716,-121.8387637,37.33784734
2757,300271,-122.0981854,37.62596801
2541,300087,-121.7825141,37.66405407
1591,200304,-121.8862866,37.31883812
508,447,-122.4020928,37.76279415
3210,300693,-122.2627013,37.81425458
2612,300150,-122.289298,37.8284583
1000,100246,-122.476915,37.70194248
212,198,-122.4439587,37.72149183
205,191,-122.408269,37.72176109
942,100192,-122.4640016,37.69641448
3440,300916,-122.1602354,37.73429812
2082,200763,-121.8955254,37.31491773
5379,800099,-122.5126438,37.87239691
3917,400213,-121.8301353,38.00513222
3638,301102,-122.0854695,37.69817004
1809,200500,-121.891742,37.30037169
3575,301045,-122.2929194,37.89553355
2237,200908,-121.8880921,37.36033179
331,297,-122.4665797,37.74648282
2560,300106,-122.2830946,37.77714219
490,428,-122.4456688,37.80452444
731,645,-122.4446582,37.73477319
80,74,-122.4896458,37.78719476
727,642,-122.4623913,37.74784318
1273,200040,-121.8884189,37.38376938
708,628,-122.3863685,37.72101155
960,100206,-122.4305007,37.66362957
3092,300584,-122.0632723,37.64026414
2048,200727,-122.0465188,37.35765306
1454,200197,-121.8873616,37.43844474
2327,200997,-121.9499684,37.3450413
1394,200145,-121.8304282,37.36273101
3635,301099,-122.1397031,37.70399053
1615,200323,-121.9709998,37.34927765
4550,500142,-122.2481727,38.09879736
5186,700313,-122.6980543,38.35451008
2590,300128,-122.2739495,37.82151615
1763,200461,-122.1007806,37.39026091
2270,200944,-121.9608485,37.33988851
3449,300923,-122.093902,37.67721848
2452,300009,-122.1908835,37.8016934
3446,300920,-122.0411236,37.62017629
657,579,-122.4093993,37.73343272
2286,200960,-122.1419155,37.43524641
1104,100343,-122.2271279,37.46815878
1165,100399,-122.1551161,37.4781353
4202,400458,-122.3508129,37.92834066
346,310,-122.3967655,37.73334202
847,100104,-122.3735393,37.58322473
1929,200612,-122.0506116,37.3781032
841,100100,-122.380237,37.58898716
629,558,-122.4391365,37.76456377
1387,200138,-121.8332042,37.33462515
1307,200068,-121.9595087,37.27072982
3651,301113,-121.941624,37.71124
3525,300997,-122.0323549,37.56739341
4809,600086,-122.3089176,38.29556413
3895,400191,-122.3068917,37.91987609
3229,300712,-122.2867485,37.86833507
3118,300610,-122.284265,37.89327136
2845,300359,-121.9075246,37.68893016
1078,100318,-122.1963057,37.4788229
509,448,-122.4018891,37.75916864
2137,200816,-121.8692489,37.34394759
1743,200441,-121.9247218,37.24010585
2046,200725,-122.037639,37.34483901
2135,200814,-121.8666985,37.34058007
3310,300786,-121.7806281,37.69127508
2537,300083,-121.7829011,37.67007754
5152,700285,-122.7054825,38.34169444
713,632,-122.4002931,37.70984211
3625,301090,-122.254029,37.83798463
3498,300968,-122.1487492,37.68852915
652,573,-122.3996533,37.75268336
767,100023,-122.4164974,37.624942
2100,200780,-122.030163,37.3811527
4434,500020,-121.9557055,38.34916011
3667,301126,-121.9385172,37.50998703
3006,300501,-122.0966558,37.63486163
3420,300896,-122.0229236,37.59602151
4419,500004,-121.9362798,38.34009323
3144,300635,-122.0575614,37.63992217
2274,200947,-121.9528438,37.33002955
5239,700370,-122.6397103,38.25976583
2497,300048,-122.2933213,37.83526172
2951,300447,-122.1303726,37.67633898
5474,800187,-122.5423139,38.06726668
2214,200886,-121.8206465,37.34635691
2168,200842,-122.0159334,37.36262907
3540,301012,-122.1159674,37.6818037
3133,300625,-122.2308667,37.81364837
1651,200354,-122.095799,37.39982558
3469,300941,-122.2378242,37.80978781
4572,500164,-122.2628633,38.15060538
131,123,-122.4071224,37.74240859
766,100022,-122.4202287,37.62356528
2603,300141,-122.1441873,37.72978046
3539,301011,-122.2459615,37.82352406
4864,700028,-122.7562366,38.433914
4575,500167,-122.2459385,38.15363431
938,100188,-122.3002644,37.56541113
2017,200695,-121.8159878,37.3487437
1620,200328,-121.9894674,37.36438849
875,100129,-122.3599614,37.58081228
3258,300738,-122.2588125,37.81918888
1057,100298,-122.4014197,37.61036435
118,109,-122.4648151,37.72930144
2307,200983,-121.8633189,37.26789741
2057,200738,-121.8272666,37.25678862
2343,201013,-122.0518484,37.36920529
4897,700055,-122.6792787,38.44575649
1726,200426,-122.0057373,37.39122689
2164,200838,-121.8500816,37.26936209
4501,500089,-122.2710196,38.15150768
5220,700350,-122.7484642,38.47176091
4879,700042,-122.6435164,38.2719835
4752,600040,-122.3058617,38.28943963
1942,200622,-122.0269269,37.36573978
1679,200379,-121.9796951,37.35541832
792,100046,-122.4042437,37.6153228
4470,500058,-121.9963704,38.25037584
2628,300164,-122.2137966,37.79753097
2596,300134,-122.1846465,37.77331045
1691,200390,-122.0308407,37.30734418
1901,200585,-121.9728391,37.29209003
1587,200301,-121.9819989,37.26237564
4493,500082,-122.0224666,38.25267495
1211,100449,-122.23138,37.46189069
1816,200508,-122.0931174,37.39366461
2609,300147,-122.2423201,37.78979276
1684,200384,-121.9644791,37.36059335
1054,100294,-122.4619168,37.65147273
3403,300879,-122.1127797,37.67517707
2409,201066,-122.042934,37.30448895
2092,200773,-122.0169573,37.34428461
3438,300914,-122.1536167,37.67838392
1187,100429,-122.1955546,37.42981062
2446,300003,-122.2704017,37.88374713
2238,200909,-122.1534387,37.42554764
3022,300517,-122.259268,37.7674531
2519,300068,-122.2338651,37.75985949
3898,400194,-122.3040602,37.91088232
972,100220,-122.2934269,37.53903527
3245,300727,-122.0302118,37.54065064
3164,300655,-122.2774898,37.89706068
1198,100437,-122.4561746,37.70046025
1700,200399,-121.8482302,37.36103002
4658,500245,-122.0321924,38.26187481
3174,300664,-122.2771164,37.90045781
4090,400354,-122.3522188,37.95185891
1042,100283,-122.1815148,37.44964977
1349,200108,-121.8347845,37.23517602
696,616,-122.4013216,37.74335041
3400,300876,-122.108448,37.66266583
1076,100315,-122.2110515,37.47845251
2171,200845,-121.9845924,37.32642782
948,100195,-122.4653404,37.70664258
3483,300953,-122.2361348,37.75375603
3197,300682,-121.9123359,37.71544769
2015,200693,-121.8018065,37.3086558
788,100043,-122.4087305,37.62174465
2034,200711,-121.9353957,37.30726467
1950,200628,-121.7810992,37.22505207
3000,300494,-122.0975521,37.66160174
2695,300215,-122.1474046,37.71601452
4976,700133,-122.6426172,38.2289832
4147,400406,-122.349761,37.94708162
3031,300528,-122.0192293,37.59971159
1286,200050,-121.8269866,37.3293567
2846,300360,-121.8830392,37.67988145
1173,100412,-122.4685716,37.69025507
3476,300946,-122.1441376,37.72513928
2228,200899,-121.8782037,37.31735014
3896,400192,-122.3033952,37.9164844
1088,100329,-122.3153128,37.55678079
2273,200946,-121.9561089,37.34152733
2074,200755,-121.8566204,37.40347389
4967,700124,-122.7145181,38.45602417
832,100091,-122.326119,37.57643871
3076,300570,-122.250207,37.85519547
2817,300333,-122.258048,37.85992033
3240,300722,-122.011476,37.56399848
4057,400320,-122.0633294,37.95838182
2013,200690,-121.8249825,37.37372906
970,100218,-122.291515,37.53483681
1660,200363,-121.9429918,37.29607627
