MAZ,TAZ,COUNTY,county_name,COUNTYFP10,TRACTCE10,PUMA10,DistID,DistName,MAZ_X,MAZ_Y
211251,200775,3,Santa Clara,085,508301,08502,9,Mountain View & Sunnyvale,-122.05054593460324,37.33929768514994
211252,200775,3,Santa Clara,085,508301,08502,9,Mountain View & Sunnyvale,-122.05277583376484,37.3500911176746
211259,201088,3,Santa Clara,085,504602,08502,9,Mountain View & Sunnyvale,-122.03589410259661,37.403587539259256
211260,200930,3,Santa Clara,085,504803,08502,9,Mountain View & Sunnyvale,-122.01322262534536,37.40149658309572
211264,200930,3,Santa Clara,085,504803,08502,9,Mountain View & Sunnyvale,-122.0147456803688,37.39796017219184
211265,200093,3,Santa Clara,085,511705,08501,8,Palo Alto & Los Altos,-122.13923352767296,37.39904272222681
211273,200473,3,Santa Clara,085,508900,08502,9,Mountain View & Sunnyvale,-122.0114094930459,37.39332790969012
211274,200423,3,Santa Clara,085,509000,08502,9,Mountain View & Sunnyvale,-122.01585660342164,37.39439371883452
211277,200971,3,Santa Clara,085,506801,08507,10,Cupertino & Saratoga,-121.95989076900105,37.24369272579762
211278,200971,3,Santa Clara,085,506801,08507,10,Cupertino & Saratoga,-121.96014806200935,37.23993392979962
211283,200992,3,Santa Clara,085,505700,08503,11,Central San Jose,-121.93604918823542,37.33829146609108
211285,200748,3,Santa Clara,085,503304,08514,12,Milipitas & East San Jose,-121.82396650248545,37.312912596416446
211287,200595,3,Santa Clara,085,503323,08505,12,Milipitas & East San Jose,-121.78589153135285,37.33810786345327
211288,200806,3,Santa Clara,085,504323,08504,12,Milipitas & East San Jose,-121.87995223140227,37.403089716077695
211289,200305,3,Santa Clara,085,503326,08513,12,Milipitas & East San Jose,-121.76195158324839,37.319395656461495
211290,200626,3,Santa Clara,085,504602,08502,9,Mountain View & Sunnyvale,-121.96901194196975,37.42527936332039
211292,200305,3,Santa Clara,085,503326,08513,12,Milipitas & East San Jose,-121.76940825571265,37.318676453917064
211294,201028,3,Santa Clara,085,503218,08513,11,Central San Jose,-121.83352746392276,37.28039209592657
211295,200840,3,Santa Clara,085,503305,08514,12,Milipitas & East San Jose,-121.8140505936907,37.326139667211436
211296,200080,3,Santa Clara,085,512025,08511,13,South San Jose,-121.84696417478482,37.265197514549435
211298,200159,3,Santa Clara,085,503115,08510,11,Central San Jose,-121.85643149082529,37.28083729084225
211299,200006,3,Santa Clara,085,512100,08506,14,Gilroy & Morgan Hill,-121.71449507079457,37.19986070456469
211300,200432,3,Santa Clara,085,505203,08503,11,Central San Jose,-121.92610106149421,37.34697482971971
211304,200759,3,Santa Clara,085,502701,08510,10,Cupertino & Saratoga,-121.94469836880405,37.27080779558371
211306,200156,3,Santa Clara,085,506401,08508,10,Cupertino & Saratoga,-121.94747447808173,37.32203246585194
211308,200626,3,Santa Clara,085,504602,08502,9,Mountain View & Sunnyvale,-121.9826551320404,37.415574026763586
211313,200222,3,Santa Clara,085,509304,08501,8,Palo Alto & Los Altos,-122.0904509807204,37.415876905128286
211314,201033,3,Santa Clara,085,508101,08507,10,Cupertino & Saratoga,-122.02643801177622,37.33607383811198
211317,200306,3,Santa Clara,085,503330,08513,12,Milipitas & East San Jose,-121.76644295328009,37.31591837737035
211318,200421,3,Santa Clara,085,509109,08501,9,Mountain View & Sunnyvale,-122.05697071101747,37.392392851050865
211319,200703,3,Santa Clara,085,504318,08504,12,Milipitas & East San Jose,-121.90263841994242,37.39193055686833
211320,200154,3,Santa Clara,085,503334,08513,12,Milipitas & East San Jose,-121.79663427972194,37.291668624572644
211322,200146,3,Santa Clara,085,504506,08504,12,Milipitas & East San Jose,-121.91211099967116,37.452171711121466
211327,200374,3,Santa Clara,085,509105,08501,9,Mountain View & Sunnyvale,-122.05904725883083,37.384079380891336
211332,200134,3,Santa Clara,085,511707,08501,8,Palo Alto & Los Altos,-122.11877574953074,37.326406338618845
211338,200134,3,Santa Clara,085,511707,08501,8,Palo Alto & Los Altos,-122.10321961106384,37.34801285771245
211339,200210,3,Santa Clara,085,511704,08501,8,Palo Alto & Los Altos,-122.16544188292094,37.370787004658816
211340,200134,3,Santa Clara,085,511707,08501,8,Palo Alto & Los Altos,-122.06987322895579,37.33379933385288
211346,200825,3,Santa Clara,085,513500,08506,14,Gilroy & Morgan Hill,-121.73687689869007,37.372474019545926
211352,200825,3,Santa Clara,085,513500,08506,14,Gilroy & Morgan Hill,-121.7109848266407,37.297445778922025
211355,200825,3,Santa Clara,085,513500,08506,14,Gilroy & Morgan Hill,-121.69585021715798,37.27619173464627
211356,200825,3,Santa Clara,085,513500,08506,14,Gilroy & Morgan Hill,-121.38621866980675,37.01083542125819
211357,200618,3,Santa Clara,085,512603,08506,14,Gilroy & Morgan Hill,-121.56506463777447,37.003884355980574
211359,200253,3,Santa Clara,085,512602,08506,14,Gilroy & Morgan Hill,-121.52669038523263,36.95873790851044
211360,200658,3,Santa Clara,085,512401,08506,14,Gilroy & Morgan Hill,-121.59039930826708,37.061108860493086
211362,200082,3,Santa Clara,085,512509,08506,14,Gilroy & Morgan Hill,-121.5667492755899,36.982009599917774
211363,200118,3,Santa Clara,085,512509,08506,14,Gilroy & Morgan Hill,-121.56544911618539,36.99600095815208
211364,200118,3,Santa Clara,085,512509,08506,14,Gilroy & Morgan Hill,-121.56528630771517,36.99254713591294
211374,200116,3,Santa Clara,085,512506,08506,14,Gilroy & Morgan Hill,-121.58424673008722,37.03312158778543
211382,200074,3,Santa Clara,085,512314,08506,14,Gilroy & Morgan Hill,-121.66044576801607,37.12916485389505
211392,200658,3,Santa Clara,085,512401,08506,14,Gilroy & Morgan Hill,-121.60824120959103,37.069039605773966
211396,200081,3,Santa Clara,085,512401,08506,14,Gilroy & Morgan Hill,-121.61757810705296,37.06516335692471
211409,200764,3,Santa Clara,085,501700,08509,11,Central San Jose,-121.88416029399517,37.324826359032556
211410,200103,3,Santa Clara,085,501700,08509,11,Central San Jose,-121.88549482173269,37.32764993361744
211412,200810,3,Santa Clara,085,501600,08509,11,Central San Jose,-121.87866161809916,37.32595019334643
211414,200294,3,Santa Clara,085,510801,08501,8,Palo Alto & Los Altos,-122.1122476070899,37.43323225074486
211415,200294,3,Santa Clara,085,510801,08501,8,Palo Alto & Los Altos,-122.1088961641069,37.434578147071065
211417,200003,3,Santa Clara,085,506304,08508,10,Cupertino & Saratoga,-121.96743559845633,37.30926456491842
211418,200503,3,Santa Clara,085,506302,08508,10,Cupertino & Saratoga,-121.95764285168737,37.30207896607544
211419,200503,3,Santa Clara,085,506302,08508,10,Cupertino & Saratoga,-121.95944093618827,37.30432745809397
211420,200503,3,Santa Clara,085,506302,08508,10,Cupertino & Saratoga,-121.95697043416465,37.306806279114085
211421,200503,3,Santa Clara,085,506302,08508,10,Cupertino & Saratoga,-121.96173082209668,37.30695344731696
211422,200503,3,Santa Clara,085,506302,08508,10,Cupertino & Saratoga,-121.96249268680948,37.3063774585647
211424,200503,3,Santa Clara,085,506302,08508,10,Cupertino & Saratoga,-121.95167592097054,37.313797657670015
211425,200505,3,Santa Clara,085,506301,08508,10,Cupertino & Saratoga,-121.95818834522224,37.316992719327516
211427,200991,3,Santa Clara,085,505700,08503,11,Central San Jose,-121.94667085641925,37.34218038415184
211428,200992,3,Santa Clara,085,505700,08503,11,Central San Jose,-121.93187530223497,37.33916027438893
211432,200992,3,Santa Clara,085,505700,08503,11,Central San Jose,-121.93951312288725,37.34494956577876
211434,200992,3,Santa Clara,085,505700,08503,11,Central San Jose,-121.93365718403183,37.33945691802342
211435,200615,3,Santa Clara,085,503110,08510,11,Central San Jose,-121.85157698179503,37.332457941498845
211436,200051,3,Santa Clara,085,503110,08510,11,Central San Jose,-121.84637661162495,37.33072087781047
211437,200365,3,Santa Clara,085,503110,08510,11,Central San Jose,-121.85286447783639,37.33612247120556
211438,200303,3,Santa Clara,085,503108,08510,11,Central San Jose,-121.87043967648891,37.279148124217144
211439,200189,3,Santa Clara,085,503105,08510,11,Central San Jose,-121.85362404552052,37.32473152363896
211442,200736,3,Santa Clara,085,512024,08511,13,South San Jose,-121.86927386016066,37.260247920205245
211443,200782,3,Santa Clara,085,512024,08511,13,South San Jose,-121.86198616326787,37.26378606311593
211446,200516,3,Santa Clara,085,507002,08507,10,Cupertino & Saratoga,-121.97199781644524,37.219451006725095
211450,200484,3,Santa Clara,085,505202,08503,9,Mountain View & Sunnyvale,-121.955995225559,37.37781579889341
211457,200401,3,Santa Clara,085,502601,08510,11,Central San Jose,-121.92017810469551,37.28681029660305
211460,200457,3,Santa Clara,085,502601,08510,11,Central San Jose,-121.9154853219594,37.29218373549397
211461,200405,3,Santa Clara,085,502500,08510,11,Central San Jose,-121.88907213041837,37.29460832345692
211462,200405,3,Santa Clara,085,502500,08510,11,Central San Jose,-121.88780505785819,37.29925863608498
211463,200407,3,Santa Clara,085,502500,08510,11,Central San Jose,-121.88464066707049,37.29147661395294
211468,200278,3,Santa Clara,085,504201,08505,12,Milipitas & East San Jose,-121.8138357056942,37.376640565645346
211469,200277,3,Santa Clara,085,504202,08505,12,Milipitas & East San Jose,-121.7949251170936,37.36607573789279
211471,200155,3,Santa Clara,085,503330,08513,12,Milipitas & East San Jose,-121.76026390110775,37.308714463307794
211473,200155,3,Santa Clara,085,503330,08513,12,Milipitas & East San Jose,-121.757029570685,37.30916475750237
211474,200231,3,Santa Clara,085,503329,08513,12,Milipitas & East San Jose,-121.77469974617772,37.30726210460525
211476,200569,3,Santa Clara,085,503313,08505,12,Milipitas & East San Jose,-121.77224629683661,37.32694145195464
211477,200151,3,Santa Clara,085,503325,08513,12,Milipitas & East San Jose,-121.7826447215895,37.32325232780448
211478,200215,3,Santa Clara,085,512032,08512,13,South San Jose,-121.77711091971267,37.23735750770948
211479,200568,3,Santa Clara,085,503509,08505,12,Milipitas & East San Jose,-121.80612631097135,37.347428213820024
211480,200818,3,Santa Clara,085,503322,08505,12,Milipitas & East San Jose,-121.80205918246433,37.34567104775696
211481,200132,3,Santa Clara,085,503509,08505,12,Milipitas & East San Jose,-121.80043317449451,37.349626564418664
211486,200339,3,Santa Clara,085,504102,08505,12,Milipitas & East San Jose,-121.81319055592598,37.36858209615635
211489,200643,3,Santa Clara,085,503508,08505,12,Milipitas & East San Jose,-121.81545794467927,37.35701300880103
211490,200643,3,Santa Clara,085,503508,08505,12,Milipitas & East San Jose,-121.81226014726698,37.35803159837022
211494,200821,3,Santa Clara,085,504414,08504,12,Milipitas & East San Jose,-121.89732138307336,37.43489257154753
211496,200968,3,Santa Clara,085,503803,08505,12,Milipitas & East San Jose,-121.84700100558082,37.38593013235186
211497,200184,3,Santa Clara,085,504307,08505,12,Milipitas & East San Jose,-121.85319191408637,37.38732783978595
211498,200643,3,Santa Clara,085,503508,08505,12,Milipitas & East San Jose,-121.81409778596095,37.35265150208894
211499,200695,3,Santa Clara,085,503510,08505,12,Milipitas & East San Jose,-121.81496718051103,37.348543816598315
211502,200185,3,Santa Clara,085,503902,08505,12,Milipitas & East San Jose,-121.82776580278401,37.36773072699992
211504,200519,3,Santa Clara,085,504002,08514,12,Milipitas & East San Jose,-121.83156144473716,37.35062007224926
211505,200450,3,Santa Clara,085,503305,08514,12,Milipitas & East San Jose,-121.81876722266983,37.31910034905524
211507,200848,3,Santa Clara,085,503212,08510,11,Central San Jose,-121.83099789726413,37.304980043484036
211508,200848,3,Santa Clara,085,503212,08510,11,Central San Jose,-121.83508429006537,37.30685684213267
211510,200743,3,Santa Clara,085,507302,08507,10,Cupertino & Saratoga,-122.0275684819752,37.244104712106875
211512,200743,3,Santa Clara,085,507302,08507,10,Cupertino & Saratoga,-122.033799078487,37.25670900548955
211514,200722,3,Santa Clara,085,507301,08507,10,Cupertino & Saratoga,-122.0119392351165,37.24648962738451
211515,200722,3,Santa Clara,085,507301,08507,10,Cupertino & Saratoga,-121.99583639841786,37.26409651700805
211516,200722,3,Santa Clara,085,507301,08507,10,Cupertino & Saratoga,-121.9921358831261,37.266961068061725
211518,200088,3,Santa Clara,085,502906,08511,13,South San Jose,-121.9028455586676,37.24932036298151
211519,200088,3,Santa Clara,085,502906,08511,13,South San Jose,-121.89858814309851,37.2439818286957
211520,201053,3,Santa Clara,085,502903,08510,11,Central San Jose,-121.90411836266831,37.26910407558152
211522,201053,3,Santa Clara,085,502903,08510,11,Central San Jose,-121.9025658871847,37.26966981632019
211523,201053,3,Santa Clara,085,502903,08510,11,Central San Jose,-121.89878844035184,37.273808051124114
211524,201054,3,Santa Clara,085,502903,08510,11,Central San Jose,-121.90763828496753,37.27628886064568
211525,201054,3,Santa Clara,085,502903,08510,11,Central San Jose,-121.9016899312531,37.28004041620661
211527,200775,3,Santa Clara,085,508301,08502,9,Mountain View & Sunnyvale,-122.05300807639152,37.33932584321862
211529,200017,3,Santa Clara,085,508301,08502,9,Mountain View & Sunnyvale,-122.05645553536206,37.34592240609799
211530,200773,3,Santa Clara,085,508204,08502,9,Mountain View & Sunnyvale,-122.0171820604993,37.34331057191695
211531,200841,3,Santa Clara,085,508203,08502,9,Mountain View & Sunnyvale,-122.03033356683468,37.3382344614156
211532,200841,3,Santa Clara,085,508203,08502,9,Mountain View & Sunnyvale,-122.03133972503652,37.34389829329845
211533,200841,3,Santa Clara,085,508203,08502,9,Mountain View & Sunnyvale,-122.02979020704353,37.34303784596304
211534,201015,3,Santa Clara,085,508203,08502,9,Mountain View & Sunnyvale,-122.03078293895622,37.349912592701564
211535,201033,3,Santa Clara,085,508101,08507,10,Cupertino & Saratoga,-122.02169241775483,37.33574907853792
211538,200336,3,Santa Clara,085,508004,08507,10,Cupertino & Saratoga,-121.99688052275395,37.31417965240974
211543,200234,3,Santa Clara,085,505001,08503,9,Mountain View & Sunnyvale,-121.955258956516,37.40230616230427
211545,200336,3,Santa Clara,085,508004,08507,10,Cupertino & Saratoga,-121.99895708925791,37.31384299416986
211547,200336,3,Santa Clara,085,508004,08507,10,Cupertino & Saratoga,-121.9993644750562,37.31802873002121
211549,200389,3,Santa Clara,085,507905,08508,10,Cupertino & Saratoga,-122.02859282954661,37.3071719536227
211551,200393,3,Santa Clara,085,507904,08508,10,Cupertino & Saratoga,-122.00411257412708,37.304528879326064
211552,200393,3,Santa Clara,085,507904,08508,10,Cupertino & Saratoga,-122.00301819635119,37.3083469056702
211553,200393,3,Santa Clara,085,507904,08508,10,Cupertino & Saratoga,-121.99787098578048,37.30760062721206
211554,201064,3,Santa Clara,085,507903,08508,10,Cupertino & Saratoga,-122.00775006449267,37.30260006396932
211555,200540,3,Santa Clara,085,507808,08507,10,Cupertino & Saratoga,-122.03847953480377,37.294926031427714
211556,200929,3,Santa Clara,085,504802,08502,9,Mountain View & Sunnyvale,-121.99102116834759,37.39730531211224
211561,200774,3,Santa Clara,085,508204,08502,9,Mountain View & Sunnyvale,-122.01852780662205,37.35041079023959
211562,200774,3,Santa Clara,085,508204,08502,9,Mountain View & Sunnyvale,-122.01742479445905,37.35042047548378
211563,200777,3,Santa Clara,085,508203,08502,9,Mountain View & Sunnyvale,-122.02507601358658,37.346487487450325
211564,200776,3,Santa Clara,085,508202,08502,9,Mountain View & Sunnyvale,-122.01281835234134,37.33996408531464
211565,200776,3,Santa Clara,085,508202,08502,9,Mountain View & Sunnyvale,-122.00889546688106,37.341126580050165
211566,200776,3,Santa Clara,085,508202,08502,9,Mountain View & Sunnyvale,-122.00905407770318,37.34411863466807
211568,200778,3,Santa Clara,085,508202,08502,9,Mountain View & Sunnyvale,-122.0010705987083,37.34094393845478
211573,200778,3,Santa Clara,085,508202,08502,9,Mountain View & Sunnyvale,-122.00292759285992,37.34381516808125
211574,200885,3,Santa Clara,085,508202,08502,9,Mountain View & Sunnyvale,-121.99995502442194,37.34952686493799
211575,200263,3,Santa Clara,085,507702,08507,10,Cupertino & Saratoga,-122.05292266330194,37.30990035387468
211576,200262,3,Santa Clara,085,507701,08507,10,Cupertino & Saratoga,-122.0364791703031,37.31738994175059
211578,200109,3,Santa Clara,085,503116,08510,11,Central San Jose,-121.84717813631009,37.277681746144246
211580,201062,3,Santa Clara,085,508001,08507,10,Cupertino & Saratoga,-122.01571720151395,37.31979436128755
211582,201063,3,Santa Clara,085,507906,08508,10,Cupertino & Saratoga,-122.02059230195032,37.30076689167546
211583,200337,3,Santa Clara,085,507906,08508,10,Cupertino & Saratoga,-122.01853384727136,37.2962580617637
211584,200337,3,Santa Clara,085,507906,08508,10,Cupertino & Saratoga,-122.01669470641849,37.300483766094835
211585,200387,3,Santa Clara,085,507906,08508,10,Cupertino & Saratoga,-122.01505602871403,37.308727973892374
211588,200486,3,Santa Clara,085,504901,08503,9,Mountain View & Sunnyvale,-121.95068920595665,37.3978363445207
211589,200486,3,Santa Clara,085,504901,08503,9,Mountain View & Sunnyvale,-121.94892874616258,37.39954607444179
211590,200849,3,Santa Clara,085,503204,08510,11,Central San Jose,-121.83803566462716,37.29089052364666
211597,201000,3,Santa Clara,085,502909,08511,13,South San Jose,-121.88614088049029,37.2528701711623
211598,201002,3,Santa Clara,085,502908,08511,13,South San Jose,-121.91258107452931,37.26007703321199
211599,201002,3,Santa Clara,085,502908,08511,13,South San Jose,-121.90513353267329,37.263276299014684
211606,200376,3,Santa Clara,085,509102,08502,9,Mountain View & Sunnyvale,-122.03475372862898,37.39453084513814
211607,200470,3,Santa Clara,085,509000,08502,9,Mountain View & Sunnyvale,-122.02653514490336,37.39444454568116
211609,201090,3,Santa Clara,085,508704,08502,9,Mountain View & Sunnyvale,-122.01610445355884,37.3841868178792
211610,200010,3,Santa Clara,085,505007,08503,9,Mountain View & Sunnyvale,-121.95050609918253,37.389069997726324
211611,200881,3,Santa Clara,085,505001,08503,9,Mountain View & Sunnyvale,-121.962368763924,37.38972367098025
211615,200463,3,Santa Clara,085,509801,08501,8,Palo Alto & Los Altos,-122.08617428036219,37.3858687584792
211616,200047,3,Santa Clara,085,510500,08501,8,Palo Alto & Los Altos,-122.11758759178902,37.38572343392683
211619,200881,3,Santa Clara,085,505001,08503,9,Mountain View & Sunnyvale,-121.96372934142153,37.38693678672572
211620,200010,3,Santa Clara,085,505007,08503,9,Mountain View & Sunnyvale,-121.95410354659613,37.381368316063835
211625,200508,3,Santa Clara,085,509500,08501,8,Palo Alto & Los Altos,-122.09436577870471,37.39246403473828
211626,200010,3,Santa Clara,085,505007,08503,9,Mountain View & Sunnyvale,-121.95396184445408,37.38413235344816
211627,200376,3,Santa Clara,085,509102,08502,9,Mountain View & Sunnyvale,-122.03446765336464,37.386150861140315
211629,200376,3,Santa Clara,085,509102,08502,9,Mountain View & Sunnyvale,-122.0379321410825,37.38527424818086
211632,200376,3,Santa Clara,085,509102,08502,9,Mountain View & Sunnyvale,-122.03843133695406,37.38228041523061
211638,200237,3,Santa Clara,085,508704,08502,9,Mountain View & Sunnyvale,-122.02360702292539,37.37846071804054
211648,200659,3,Santa Clara,085,512307,08506,14,Gilroy & Morgan Hill,-121.6485288113755,37.099728082591334
211652,200015,3,Santa Clara,085,512313,08506,14,Gilroy & Morgan Hill,-121.65990295884723,37.12091097160739
211657,200465,3,Santa Clara,085,512200,08506,14,Gilroy & Morgan Hill,-121.63542442281728,36.98575065208386
211661,200465,3,Santa Clara,085,512200,08506,14,Gilroy & Morgan Hill,-121.67032677298553,37.00400605362512
211665,200465,3,Santa Clara,085,512200,08506,14,Gilroy & Morgan Hill,-121.7317925234831,37.0358161350003
211666,200465,3,Santa Clara,085,512200,08506,14,Gilroy & Morgan Hill,-121.7290856126786,37.075119225301705
211671,200944,3,Santa Clara,085,506000,08503,10,Cupertino & Saratoga,-121.96100223175198,37.33912433144389
211675,200945,3,Santa Clara,085,505900,08503,10,Cupertino & Saratoga,-121.95744413952639,37.33492192926164
211678,200854,3,Santa Clara,085,503204,08510,11,Central San Jose,-121.84498664992101,37.288466655486936
211680,200982,3,Santa Clara,085,503204,08510,11,Central San Jose,-121.83756174260652,37.28586541874028
211681,200854,3,Santa Clara,085,503204,08510,11,Central San Jose,-121.8420495753328,37.28694662731647
211683,200110,3,Santa Clara,085,503116,08510,11,Central San Jose,-121.85090533109421,37.27523774336662
211686,201082,3,Santa Clara,085,503115,08510,11,Central San Jose,-121.8454923773828,37.28074232182116
211687,200902,3,Santa Clara,085,503214,08510,11,Central San Jose,-121.85282019949098,37.29595517767993
211690,200516,3,Santa Clara,085,507002,08507,10,Cupertino & Saratoga,-121.97035963533679,37.22341604557002
211691,200484,3,Santa Clara,085,505202,08503,9,Mountain View & Sunnyvale,-121.95383449720588,37.36807665713803
211692,201077,3,Santa Clara,085,505202,08503,9,Mountain View & Sunnyvale,-121.97963593806296,37.37108411204718
211693,201078,3,Santa Clara,085,505202,08503,9,Mountain View & Sunnyvale,-121.97371458748728,37.371373338323636
211695,201078,3,Santa Clara,085,505202,08503,9,Mountain View & Sunnyvale,-121.96723021840751,37.371846824802205
211696,201077,3,Santa Clara,085,505202,08503,9,Mountain View & Sunnyvale,-121.98397875283361,37.375754349496006
211699,200604,3,Santa Clara,085,505202,08503,9,Mountain View & Sunnyvale,-121.95415236220123,37.35670514726787
211700,200604,3,Santa Clara,085,505202,08503,9,Mountain View & Sunnyvale,-121.95719693036175,37.356687076950834
211702,200077,3,Santa Clara,085,511911,08512,13,South San Jose,-121.8310162092879,37.213442204800664
211705,200580,3,Santa Clara,085,512033,08512,13,South San Jose,-121.7943737460678,37.22590825180621
211706,201069,3,Santa Clara,085,510001,08501,8,Palo Alto & Los Altos,-122.08414617424837,37.358207630086405
211710,200318,3,Santa Clara,085,509902,08501,8,Palo Alto & Los Altos,-122.06775465104671,37.36344630044372
211712,200410,3,Santa Clara,085,509902,08501,8,Palo Alto & Los Altos,-122.07487112745554,37.36672349543243
211713,200410,3,Santa Clara,085,509902,08501,8,Palo Alto & Los Altos,-122.06926320673146,37.37069340357427
211714,200411,3,Santa Clara,085,509902,08501,8,Palo Alto & Los Altos,-122.07603254392983,37.37939061338282
211715,200696,3,Santa Clara,085,503210,08513,11,Central San Jose,-121.82760610382132,37.29489969533334
211716,200981,3,Santa Clara,085,503210,08513,11,Central San Jose,-121.81554053057441,37.28513631090188
211718,200631,3,Santa Clara,085,512031,08512,13,South San Jose,-121.81514816707163,37.23622875434003
211719,200732,3,Santa Clara,085,512030,08512,13,South San Jose,-121.8273121510727,37.23563122994464
211721,200680,3,Santa Clara,085,512029,08512,13,South San Jose,-121.82193137050973,37.249960910757544
211722,200682,3,Santa Clara,085,512037,08512,13,South San Jose,-121.82343758010687,37.23797929714456
211724,200682,3,Santa Clara,085,512037,08512,13,South San Jose,-121.82968634862642,37.239743674677676
211725,200066,3,Santa Clara,085,512026,08511,13,South San Jose,-121.83295864968005,37.25506095130566
211729,200819,3,Santa Clara,085,504413,08504,12,Milipitas & East San Jose,-121.90499742443453,37.43929135045098
211731,200771,3,Santa Clara,085,504507,08504,12,Milipitas & East San Jose,-121.91640742483396,37.4374111083901
211738,200275,3,Santa Clara,085,504308,08505,12,Milipitas & East San Jose,-121.82767352782972,37.41624869917583
211742,200953,3,Santa Clara,085,503002,08510,13,South San Jose,-121.89464396167428,37.27324715748834
211743,200284,3,Santa Clara,085,503001,08510,11,Central San Jose,-121.89890690415811,37.279679885350944
211744,200284,3,Santa Clara,085,503001,08510,11,Central San Jose,-121.89443872693482,37.28388885167986
211745,201000,3,Santa Clara,085,502909,08511,13,South San Jose,-121.88455926259131,37.25589676934869
211747,200456,3,Santa Clara,085,502400,08510,11,Central San Jose,-121.90287270947546,37.29899851145158
211756,201041,3,Santa Clara,085,506900,08507,10,Cupertino & Saratoga,-121.90533805110391,37.225470372577334
211757,200442,3,Santa Clara,085,506804,08507,10,Cupertino & Saratoga,-121.94377874778235,37.23886394677511
211763,200196,3,Santa Clara,085,504322,08504,12,Milipitas & East San Jose,-121.89653720410232,37.38782724932773
211765,200367,3,Santa Clara,085,503602,08514,12,Milipitas & East San Jose,-121.8563509570604,37.34719072276003
211766,200446,3,Santa Clara,085,503602,08514,12,Milipitas & East San Jose,-121.85783574522372,37.35114069643721
211767,200543,3,Santa Clara,085,503601,08514,12,Milipitas & East San Jose,-121.8751740487046,37.3615433823297
211768,200034,3,Santa Clara,085,503401,08514,12,Milipitas & East San Jose,-121.83897027463492,37.3307769242017
211769,200730,3,Santa Clara,085,508204,08502,9,Mountain View & Sunnyvale,-122.02142743097491,37.34206481565368
211770,200730,3,Santa Clara,085,508204,08502,9,Mountain View & Sunnyvale,-122.01943570610933,37.342244022044355
211771,200773,3,Santa Clara,085,508204,08502,9,Mountain View & Sunnyvale,-122.01878214449758,37.34559722978207
211773,200776,3,Santa Clara,085,508202,08502,9,Mountain View & Sunnyvale,-122.01133801432347,37.342693150168074
211775,200778,3,Santa Clara,085,508202,08502,9,Mountain View & Sunnyvale,-122.00437521103507,37.34278681278091
211778,200885,3,Santa Clara,085,508202,08502,9,Mountain View & Sunnyvale,-121.99930468909828,37.346496645690316
211781,200362,3,Santa Clara,085,506503,08508,10,Cupertino & Saratoga,-121.95042381965652,37.28953227387986
211783,200786,3,Santa Clara,085,507401,08507,10,Cupertino & Saratoga,-122.03351769300852,37.29077938720743
211796,200996,3,Santa Clara,085,507100,08507,10,Cupertino & Saratoga,-121.97598940666022,37.23862998596707
211800,200925,3,Santa Clara,085,507100,08507,10,Cupertino & Saratoga,-121.97918605813429,37.22961712542596
211805,200558,3,Santa Clara,085,509303,08501,8,Palo Alto & Los Altos,-122.09186082543316,37.40216015683035
211810,200067,3,Santa Clara,085,506502,08508,10,Cupertino & Saratoga,-121.95665763399504,37.26572583908262
211813,200237,3,Santa Clara,085,508704,08502,9,Mountain View & Sunnyvale,-122.01861915657777,37.37554359205981
211817,200055,3,Santa Clara,085,511609,08501,8,Palo Alto & Los Altos,-122.17598434991201,37.43446251041479
211827,200734,3,Santa Clara,085,512308,08506,14,Gilroy & Morgan Hill,-121.59943357308097,37.14922534098334
211832,200015,3,Santa Clara,085,512313,08506,14,Gilroy & Morgan Hill,-121.65608918975816,37.120076778125245
211834,200531,3,Santa Clara,085,512305,08506,14,Gilroy & Morgan Hill,-121.68779840188427,37.13672206445066
211837,200099,3,Santa Clara,085,512312,08506,14,Gilroy & Morgan Hill,-121.64604778982509,37.133170795765416
211848,200532,3,Santa Clara,085,512200,08506,14,Gilroy & Morgan Hill,-121.80032645617307,37.148361163112675
211850,200764,3,Santa Clara,085,501700,08509,11,Central San Jose,-121.8804282234709,37.32193599932784
211852,200809,3,Santa Clara,085,501700,08509,11,Central San Jose,-121.88705924089201,37.322637838528905
211853,200809,3,Santa Clara,085,501700,08509,11,Central San Jose,-121.88614446734924,37.323270978888644
211854,200810,3,Santa Clara,085,501600,08509,11,Central San Jose,-121.87570760702815,37.325857065749865
211856,200626,3,Santa Clara,085,504602,08502,9,Mountain View & Sunnyvale,-122.00419710140947,37.44251988427587
211860,200302,3,Santa Clara,085,501501,08509,11,Central San Jose,-121.85911299227938,37.3455032022825
211861,200816,3,Santa Clara,085,501402,08509,11,Central San Jose,-121.86682896596984,37.34395116235959
211863,200817,3,Santa Clara,085,501402,08509,11,Central San Jose,-121.86579135284212,37.346267245977614
211864,200364,3,Santa Clara,085,501401,08509,11,Central San Jose,-121.8716044535442,37.34749580981904
211865,200871,3,Santa Clara,085,501401,08509,11,Central San Jose,-121.87194334759519,37.3522664932877
211867,200863,3,Santa Clara,085,501300,08509,11,Central San Jose,-121.87539235178782,37.33407234170361
211869,200863,3,Santa Clara,085,501300,08509,11,Central San Jose,-121.87754269157651,37.33696082502064
211870,200866,3,Santa Clara,085,501300,08509,11,Central San Jose,-121.87386197011917,37.340660516572555
211872,200043,3,Santa Clara,085,511302,08501,8,Palo Alto & Los Altos,-122.16045402310604,37.44909214523836
